"","samplenames","type","count","indv","drug","time","RIN","group"
"331","MCW_RM_R_66","Total_reads",48151996,"5","DOX","2","8.4","8"
"332","MCW_RM_R_66","Mapped_reads",46924965,"5","DOX","2","8.4","8"
"333","MCW_RM_R_66","Uniquely_mapped_reads",39203577,"5","DOX","2","8.4","8"
"334","MCW_RM_R_66","Multi_mapping_reads",7721388,"5","DOX","2","8.4","8"
"335","MCW_RM_R_66","Unmapped_reads",1227031,"5","DOX","2","8.4","8"
"336","MCW_RM_R_66","Indels",153557,"5","DOX","2","8.4","8"
"337","MCW_RM_R_67","Total_reads",29544694,"5","EPI","2","9.4","9"
"338","MCW_RM_R_67","Mapped_reads",28983113,"5","EPI","2","9.4","9"
"339","MCW_RM_R_67","Uniquely_mapped_reads",26476618,"5","EPI","2","9.4","9"
"340","MCW_RM_R_67","Multi_mapping_reads",2506495,"5","EPI","2","9.4","9"
"341","MCW_RM_R_67","Unmapped_reads",561581,"5","EPI","2","9.4","9"
"342","MCW_RM_R_67","Indels",99140,"5","EPI","2","9.4","9"
"343","MCW_RM_R_68","Total_reads",34325889,"5","MTX","2","9.7","10"
"344","MCW_RM_R_68","Mapped_reads",33551518,"5","MTX","2","9.7","10"
"345","MCW_RM_R_68","Uniquely_mapped_reads",30994651,"5","MTX","2","9.7","10"
"346","MCW_RM_R_68","Multi_mapping_reads",2556867,"5","MTX","2","9.7","10"
"347","MCW_RM_R_68","Unmapped_reads",774371,"5","MTX","2","9.7","10"
"348","MCW_RM_R_68","Indels",119681,"5","MTX","2","9.7","10"
"349","MCW_RM_R_69","Total_reads",39153079,"5","TRZ","2","10","11"
"350","MCW_RM_R_69","Mapped_reads",38363444,"5","TRZ","2","10","11"
"351","MCW_RM_R_69","Uniquely_mapped_reads",35044045,"5","TRZ","2","10","11"
"352","MCW_RM_R_69","Multi_mapping_reads",3319399,"5","TRZ","2","10","11"
"353","MCW_RM_R_69","Unmapped_reads",789635,"5","TRZ","2","10","11"
"354","MCW_RM_R_69","Indels",124477,"5","TRZ","2","10","11"
"355","MCW_RM_R_70","Total_reads",25531569,"5","VEH","2","10","12"
"356","MCW_RM_R_70","Mapped_reads",25024335,"5","VEH","2","10","12"
"357","MCW_RM_R_70","Uniquely_mapped_reads",23021439,"5","VEH","2","10","12"
"358","MCW_RM_R_70","Multi_mapping_reads",2002896,"5","VEH","2","10","12"
"359","MCW_RM_R_70","Unmapped_reads",507234,"5","VEH","2","10","12"
"360","MCW_RM_R_70","Indels",91082,"5","VEH","2","10","12"
"361","MCW_RM_R_71","Total_reads",49977892,"6","DNR","1","9.6","1"
"362","MCW_RM_R_71","Mapped_reads",48991715,"6","DNR","1","9.6","1"
"363","MCW_RM_R_71","Uniquely_mapped_reads",45062997,"6","DNR","1","9.6","1"
"364","MCW_RM_R_71","Multi_mapping_reads",3928718,"6","DNR","1","9.6","1"
"365","MCW_RM_R_71","Unmapped_reads",986177,"6","DNR","1","9.6","1"
"366","MCW_RM_R_71","Indels",151740,"6","DNR","1","9.6","1"
"367","MCW_RM_R_72","Total_reads",28342770,"6","DOX","1","9.6","2"
"368","MCW_RM_R_72","Mapped_reads",27800285,"6","DOX","1","9.6","2"
"369","MCW_RM_R_72","Uniquely_mapped_reads",25521633,"6","DOX","1","9.6","2"
"370","MCW_RM_R_72","Multi_mapping_reads",2278652,"6","DOX","1","9.6","2"
"371","MCW_RM_R_72","Unmapped_reads",542485,"6","DOX","1","9.6","2"
"372","MCW_RM_R_72","Indels",97236,"6","DOX","1","9.6","2"
"373","MCW_RM_R_73","Total_reads",29156636,"6","EPI","1","9.7","3"
"374","MCW_RM_R_73","Mapped_reads",28627954,"6","EPI","1","9.7","3"
"375","MCW_RM_R_73","Uniquely_mapped_reads",26258474,"6","EPI","1","9.7","3"
"376","MCW_RM_R_73","Multi_mapping_reads",2369480,"6","EPI","1","9.7","3"
"377","MCW_RM_R_73","Unmapped_reads",528682,"6","EPI","1","9.7","3"
"378","MCW_RM_R_73","Indels",99286,"6","EPI","1","9.7","3"
"379","MCW_RM_R_74","Total_reads",28946571,"6","MTX","1","9.5","4"
"380","MCW_RM_R_74","Mapped_reads",28367611,"6","MTX","1","9.5","4"
"381","MCW_RM_R_74","Uniquely_mapped_reads",26191038,"6","MTX","1","9.5","4"
"382","MCW_RM_R_74","Multi_mapping_reads",2176573,"6","MTX","1","9.5","4"
"383","MCW_RM_R_74","Unmapped_reads",578960,"6","MTX","1","9.5","4"
"384","MCW_RM_R_74","Indels",98698,"6","MTX","1","9.5","4"
"385","MCW_RM_R_75","Total_reads",64210049,"6","TRZ","1","9.8","5"
"386","MCW_RM_R_75","Mapped_reads",62808399,"6","TRZ","1","9.8","5"
"387","MCW_RM_R_75","Uniquely_mapped_reads",57744177,"6","TRZ","1","9.8","5"
"388","MCW_RM_R_75","Multi_mapping_reads",5064222,"6","TRZ","1","9.8","5"
"389","MCW_RM_R_75","Unmapped_reads",1401650,"6","TRZ","1","9.8","5"
"390","MCW_RM_R_75","Indels",186642,"6","TRZ","1","9.8","5"
"391","MCW_RM_R_76","Total_reads",35306709,"6","VEH","1","9.5","6"
"392","MCW_RM_R_76","Mapped_reads",34617598,"6","VEH","1","9.5","6"
"393","MCW_RM_R_76","Uniquely_mapped_reads",31767510,"6","VEH","1","9.5","6"
"394","MCW_RM_R_76","Multi_mapping_reads",2850088,"6","VEH","1","9.5","6"
"395","MCW_RM_R_76","Unmapped_reads",689111,"6","VEH","1","9.5","6"
"396","MCW_RM_R_76","Indels",112203,"6","VEH","1","9.5","6"
"397","MCW_RM_R_77","Total_reads",50129173,"6","DNR","2","9.8","7"
"398","MCW_RM_R_77","Mapped_reads",48902368,"6","DNR","2","9.8","7"
"399","MCW_RM_R_77","Uniquely_mapped_reads",44931405,"6","DNR","2","9.8","7"
"400","MCW_RM_R_77","Multi_mapping_reads",3970963,"6","DNR","2","9.8","7"
"401","MCW_RM_R_77","Unmapped_reads",1226805,"6","DNR","2","9.8","7"
"402","MCW_RM_R_77","Indels",166510,"6","DNR","2","9.8","7"
"403","MCW_RM_R_78","Total_reads",51343962,"6","DOX","2","8.6","8"
"404","MCW_RM_R_78","Mapped_reads",50339466,"6","DOX","2","8.6","8"
"405","MCW_RM_R_78","Uniquely_mapped_reads",46002520,"6","DOX","2","8.6","8"
"406","MCW_RM_R_78","Multi_mapping_reads",4336946,"6","DOX","2","8.6","8"
"407","MCW_RM_R_78","Unmapped_reads",1004496,"6","DOX","2","8.6","8"
"408","MCW_RM_R_78","Indels",157440,"6","DOX","2","8.6","8"
"409","MCW_RM_R_79","Total_reads",22754592,"6","EPI","2","8.9","9"
"410","MCW_RM_R_79","Mapped_reads",21932465,"6","EPI","2","8.9","9"
"411","MCW_RM_R_79","Uniquely_mapped_reads",19962990,"6","EPI","2","8.9","9"
"412","MCW_RM_R_79","Multi_mapping_reads",1969475,"6","EPI","2","8.9","9"
"413","MCW_RM_R_79","Unmapped_reads",822127,"6","EPI","2","8.9","9"
"414","MCW_RM_R_79","Indels",78975,"6","EPI","2","8.9","9"
"415","MCW_RM_R_80","Total_reads",26813949,"6","MTX","2","9.1","10"
"416","MCW_RM_R_80","Mapped_reads",26295213,"6","MTX","2","9.1","10"
"417","MCW_RM_R_80","Uniquely_mapped_reads",24066553,"6","MTX","2","9.1","10"
"418","MCW_RM_R_80","Multi_mapping_reads",2228660,"6","MTX","2","9.1","10"
"419","MCW_RM_R_80","Unmapped_reads",518736,"6","MTX","2","9.1","10"
"420","MCW_RM_R_80","Indels",91869,"6","MTX","2","9.1","10"
"421","MCW_RM_R_81","Total_reads",29138507,"6","TRZ","2","9.3","11"
"422","MCW_RM_R_81","Mapped_reads",28530639,"6","TRZ","2","9.3","11"
"423","MCW_RM_R_81","Uniquely_mapped_reads",25850017,"6","TRZ","2","9.3","11"
"424","MCW_RM_R_81","Multi_mapping_reads",2680622,"6","TRZ","2","9.3","11"
"425","MCW_RM_R_81","Unmapped_reads",607868,"6","TRZ","2","9.3","11"
"426","MCW_RM_R_81","Indels",96904,"6","TRZ","2","9.3","11"
"427","MCW_RM_R_82","Total_reads",31696192,"6","VEH","2","9.6","12"
"428","MCW_RM_R_82","Mapped_reads",30948354,"6","VEH","2","9.6","12"
"429","MCW_RM_R_82","Uniquely_mapped_reads",27837486,"6","VEH","2","9.6","12"
"430","MCW_RM_R_82","Multi_mapping_reads",3110868,"6","VEH","2","9.6","12"
"431","MCW_RM_R_82","Unmapped_reads",747838,"6","VEH","2","9.6","12"
"432","MCW_RM_R_82","Indels",102997,"6","VEH","2","9.6","12"
